Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Braxton Ashcraft","PIT",1,0,0,2,2,11,13.909090909090908,0.8181818181818182,0,0.34782608695652173,0.77777778,0.52173913,0,96.79336863550647,1.6363636363636365,1.3970148457347533,0.3708719080144709,1.2327630408785561,0.7012289507824939,"Braxton Ashcraft",23793,677952
"Shota Imanaga","CHC",0,0,0,2,2,11,10.636363636363637,1.6363636363636365,0,0.13043478260869565,0.8,0.217391304,0,92.37823036595395,0.8181818181818182,1.7151309353439066,1.3708719080144711,2.971526869047772,0.5284845411139442,"Shota Imanaga",33829,684007
"Max Fried","NYY",0,0,0,2,2,14.2,6.136363902367847,1.8409091707103544,0,0.25,0.57142857,0.441860465,0,94.73901760962701,3.681818341420709,1.9375966636973994,2.4390536936846634,3.916581414072197,0.4797524793748184,"Max Fried",13743,608331
"Keider Montero","DET",1,1,0,2,2,10.1,8.709677687296642,1.7419355374593284,0,0.19230769230769232,0.57142857,0.384615384,0,94.75969088807398,1.7419355374593284,1.2078806472138397,1.8342149748390337,3.6692090560976256,0.4484492889482991,"Keider Montero",22630,672456
"Kris Bubic","KCR",1,1,0,2,2,12,14.25,3,0.75,0.22727272727272727,0.69767442,0.478260869,0.1,91.88239397321429,3,2.1706938204527835,2.105720392862956,2.1510540192325918,0.4204335551678581,"Kris Bubic",21455,663460
"Mason Miller","SDP",1,0,1,4,0,4,24.75,0,0,0,1,1,0,101.92190093994141,0,0.017443673373018744,-2.3109462738037108,-2.3109462738037108,0.40804855594918543,"Mason Miller",31757,695243
"Ryan Weathers","NYY",0,1,0,1,1,8,7.875,0,0,0.30434782608695654,0.85714286,0.318181818,0,95.86773322610294,1.125,6.71069314650286,1.4390537261962892,2.6241540338844063,0.39608565681528624,"Ryan Weathers",23796,677960
"Trevor Rogers","BAL",0,0,0,1,1,6,9,0,0,0.3157894736842105,0.66666667,0.210526315,0,91.40237926136363,3,1.653171586684765,1.1890537261962897,3.6721210375428206,0.35127951454082235,"Trevor Rogers",22286,669432
"Davis Martin","CHW",1,1,0,2,2,13,6.230769230769231,1.3846153846153846,0.6923076923076923,0.2702702702702703,0.94827586,0.297297297,0.066666666,94.61818033854166,1.3846153846153846,4.410337126361613,3.2659768031193663,3.8287464396311686,0.3501942563814013,"Davis Martin",21448,663436
"Sandy Alcantara","MIA",0,0,0,1,1,8.1,6.480000247192392,2.160000082397464,0,0.13636363636363635,0.6,0.454545454,0,97.62042705829327,2.160000082397464,1.3363950498640513,2.469053698730468,3.9318061343050923,0.3467422028323897,"Sandy Alcantara",18684,645261
"Taj Bradley","MIN",1,0,0,1,1,6.1,14.210527029063929,0,0,0.4,0.875,0.266666666,0,97.64114379882812,1.4210527029063929,2.589853499599789,0.9785272994530119,2.689348882137859,0.32759398915030163,"Taj Bradley",22543,671737
"Nick Pivetta","SDP",0,1,0,1,1,5,14.4,1.8,0,0.36363636363636365,0.6,0.636363636,0,94.01815359933036,3.6,0.5973802435416152,0.5890537261962892,1.672574007511139,0.3118501829437993,"Nick Pivetta",15454,601713
"Ryne Nelson","ARI",1,0,0,1,1,5.2,7.94117736156434,0,0,0.2631578947368421,0.8,0.368421052,0,95.59844501201923,1.588235472312868,1.3881068230168487,1.4243476458486581,3.5754543280419857,0.31014201057721535,"Ryne Nelson",26253,669194
"Joey Cantillo","CLE",1,0,0,1,1,5.2,14.294119250815813,3.176470944625736,0,0.3,0.6,0.5,0,92.08126027960526,1.588235472312868,1.492392092909453,1.071406429779132,2.266465697664314,0.30952384998842947,"Joey Cantillo",23335,676282
"Cam Schlittler","NYY",0,0,0,1,1,5,12.6,0,0,0.38461538461538464,0.4,0.583333333,0,97.26165771484375,5.4,2.4956993200746447,0.3890537261962894,0.6599337965250016,0.2952216401661553,"Cam Schlittler",32095,693645
"Jeffrey Springs","ATH",1,0,0,1,1,7,7.714285714285714,2.5714285714285716,0,0.058823529411764705,1,0.411764705,0,91.84600005278716,0,1.1305122680855528,2.331910869053432,4.266768514258521,0.29502473330774037,"Jeffrey Springs",17677,605488
"Yusei Kikuchi","LAA",0,1,0,1,1,5,14.4,1.8,0,0.46153846153846156,0.42857143,0.307692307,0,95.25719105113636,7.2,1.9620017421272418,0.5890537261962892,1.9434540778398515,0.28437107063727796,"Yusei Kikuchi",20633,579328
"Ranger Suarez","BOS",1,0,0,2,2,10,7.2,3.6,0,0.32142857142857145,0.69230769,0.535714285,0,91.81467507102273,3.6,5.087173663706003,2.7890537261962893,3.330813866853714,0.27814818528870416,"Ranger Suarez",17277,624133
"MacKenzie Gore","TEX",1,0,0,1,1,5,16.2,3.6,0,0.16666666666666666,1,0.666666666,0,96.00241350446429,0,2.0953241901664295,0.7890537261962893,1.0599337965250015,0.2680108299942327,"MacKenzie Gore",22201,669022
"Cristopher Sánchez","PHI",0,1,0,1,1,5,10.8,0,0,0.6111111111111112,0.63636364,0.444444444,0,,3.6,7.28440481828082,0.7890537261962893,2.414334148168564,0.2663681501978854,"Cristopher Sanchez",20778,650911
"José Soriano","LAA",1,0,0,1,1,8,11.25,0,1.125,0.13333333333333333,1,0.6875,0.2,98.1817626953125,1.125,3.1238743430205784,2.3140537261962892,1.5355539459735157,0.26546335326538667,"Jose Soriano",22100,667755
"Michael Wacha","KCR",2,0,0,2,2,15,6,2.4,0.6,0.15789473684210525,1,0.368421052,0.0625,93.05456149193549,0.6,4.643644897769946,3.7223870595296225,4.3004141012827555,0.26468471088932854,"Michael Wacha",14078,608379
"Walker Buehler","SDP",0,0,0,2,2,8.2,8.307692917141027,3.1153848439278855,0,0.2608695652173913,0.55555556,0.52173913,0,93.40880669487848,4.153846458570514,2.639189536808153,2.381361359252023,3.1627462348299766,0.26357110781538196,"Walker Buehler",19374,621111
"Jonathan Loáisiga","ARI",0,0,0,3,0,3,15,0,0,0.5555555555555556,0.6,0.555555555,0,97.33259963989258,6,4.37638012460005,-0.1442796071370438,1.2101207445065187,0.26254476379769887,"Jonathan Loaisiga",19753,642528
"Nolan McLean","NYM",0,1,0,1,1,6.1,11.368421623251143,2.8421054058127857,0,0.23076923076923078,0.6,0.692307692,0,96.73463745117188,2.8421054058127857,1.3732609653527177,1.6101062785225198,2.0378116741937315,0.2588208658695169,"Nolan McLean",33703,690997
"Logan Gilbert","SEA",0,1,0,1,1,6,7.5,0,0,0.3333333333333333,0.66666667,0.444444444,0,95.90976784446023,3,2.591337182231732,1.522387059529623,2.8767874111731855,0.24828934694247434,"Logan Gilbert",22250,669302
"Shohei Ohtani","LAD",0,0,0,1,1,6,3,1.5,0,0.19047619047619047,0.8,0.619047619,0,98.23769962086396,0,1.7678715357713635,3.022387059529623,4.602520803113779,0.24810451523336174,"Shohei Ohtani",19755,660271
"Joe Ryan","MIN",2,0,0,2,2,12,9,3,0.75,0.14285714285714285,0.58139535,0.413793103,0.076923076,93.38979593912761,3,1.8510064739126295,3.522387059529623,3.906320773810149,0.24752609884551457,"Joe Ryan",21390,657746
"Yoshinobu Yamamoto","LAD",1,0,0,1,1,6,9,1.5,0,0.29411764705882354,0.83333333,0.5,0,95.47578761888587,1.5,2.3793250804046897,1.6890537261962897,3.2691874697804457,0.2472379486952292,"Yoshinobu Yamamoto",33825,808967
"Mitch Keller","PIT",0,0,0,1,1,6,6,1.5,0,0.17647058823529413,1,0.235294117,0,93.25956394361413,0,1.9405410181849323,2.355720392862956,4.3873209203283,0.24677558281091094,"Mitch Keller",17594,656605
"Dustin May","STL",1,0,0,1,1,6,6,0,0,0.2222222222222222,0.6,0.555555555,0,97.65023949032738,1.5,2.899363855834473,2.355720392862956,3.258653960625331,0.2450134616699568,"Dustin May",19716,669160
"Parker Messick","CLE",1,0,0,2,2,11.2,8.485714748149041,3.857143067340473,0.7714286134680947,0.1724137931034483,1,0.5,0.09090909,93.52817468475877,0.7714286134680947,2.8569804407560127,3.7033394685083523,3.8660598089255513,0.22742531425343523,"Parker Messick",31986,800048
"Erik Sabrowski","CLE",0,0,0,4,0,3.1,16.200006759169536,0,0,0.42857142857142855,1,0.285714285,0,94.87464211203836,0,0.8121673967715333,-0.410947775841386,1.2143333242510075,0.2247288940746785,"Erik Sabrowski",24978,681870
"Steven Matz","TBR",1,0,0,1,1,5,12.6,3.6,0,0.2,0.6,0.1,0,,3.6,3.025631546226924,2.1890537261962892,4.085214218497277,0.22306026293905043,"Steven Matz",13361,571927
"Robbie Ray","SFG",1,0,0,1,1,6.2,9.450000901222316,4.050000386238135,0,0.1875,1,0.25,0,93.57963423295455,0,2.8975701264653373,2.439053654670709,4.064334231641818,0.22295903404779796,"Robbie Ray",11486,592662
"Casey Mize","DET",1,1,0,2,2,10,8.10000077247627,3.6000003433227867,0.9000000858306967,0.34285714285714286,0.70512821,0.277777777,0.055555555,93.63947339327831,5.40000051498418,4.135286930188753,3.8890537929534976,5.0269745344324885,0.215108798371017,"Casey Mize",20492,663554
"Raisel Iglesias","ATL",0,0,1,2,0,2.2,13.500003218651585,0,0,0.4,1,0.4,0,94.49583573774858,0,0.3856663859521701,0.1890530109403814,1.2048535168587664,0.21417390885208973,"Raisel Iglesias",17130,628452
"David Peterson","NYM",0,1,0,1,1,5,10.8,3.6,0,0.4,0.375,0.461538461,0,92.142197265625,9,6.420464075141255,1.9890537261962893,2.5308138668537143,0.2092191782982009,"David Peterson",20302,656849
"Noah Cameron","KCR",0,0,0,1,1,5.2,7.94117736156434,1.588235472312868,0,0.3333333333333333,0.85714286,0.277777777,0,92.02997504340277,1.588235472312868,5.867093996847458,1.9537594699529475,3.387830591415166,0.20302571225810853,"Noah Cameron",30184,702070
"Tarik Skubal","DET",0,1,0,1,1,4.2,13.50000183922929,3.8571433826369397,0,0.5333333333333333,0.6,0.285714285,0,98.00198364257812,7.714286765273879,5.598827598519146,1.4747677783576494,2.055225151000217,0.19916413036065028,"Tarik Skubal",22267,669373
"Brock Burke","CIN",0,0,1,3,0,2,22.50001173467056,0,0,0,1,1,0,96.81439887152777,0,0.026604360077271037,-1.8109488815082795,-1.8109488815082795,0.19804965311826625,"Brock Burke",17968,656271
"Garrett Crochet","BOS",1,0,0,1,1,6.1,9.94736892034475,2.8421054058127857,0,0.29411764705882354,0.75,0.5,0,96.20372272359914,2.8421054058127857,2.946316267804584,2.3995800023594045,2.8272853980306167,0.19571266885871144,"Garrett Crochet",27463,676979
"Mason Montgomery","PIT",1,0,0,3,0,2.2,23.625006160700437,3.3750008801000626,0,0.8,0.8,0.6,0,98.727294921875,3.3750008801000626,2.7966369802458106,-0.9359473494815647,-0.9359473494815647,0.19427111461696694,"Mason Montgomery",29770,682254
"Tanner Scott","LAD",0,0,0,3,0,3,9,0,0,0.14285714285714285,1,0.142857142,0,96.99980971392463,0,2.363223800545922,1.1890537261962897,3.446387645602227,0.19332027029643245,"Tanner Scott",17586,656945
"Erik Miller","SFG",0,0,0,2,0,1.2,21.60000901222605,0,0,0.75,0.33333333,0.25,0,98.24822235107422,10.800004506113025,1.4261275373247984,-1.6109482765206105,-0.7983077264744143,0.19082192947882912,"Erik Miller",26252,669062
"Kyle Bradish","BAL",1,0,0,1,1,5,12.6,5.4,0,0.46153846153846156,0.66666667,0.583333333,0,,3.6,3.934492714154319,2.1890537261962892,2.730813866853714,0.18880008295928918,"Kyle Bradish",24586,680694
"Jesús Luzardo","PHI",0,1,0,1,1,4.2,15.428573530547759,5.7857150739554095,0,0.45454545454545453,0.375,0.6,0,97.82912375710227,9.64285845659235,3.4530700124095186,1.6890535218374794,1.9792822081587633,0.18820023565320174,"Jesus Luzardo",19959,666200
"Pierce Johnson","CIN",1,0,0,4,0,3.2,14.727279590184281,2.454546598364047,0,0.2857142857142857,1,0.142857142,0,95.13373096172626,0,4.215919667303453,0.7345071278322424,2.212035472698809,0.18709706427323824,"Pierce Johnson",13435,572955
"Logan Webb","SFG",0,1,0,2,2,13,6.230769230769231,2.769230769230769,0.6923076923076923,0.275,0.75342466,0.625,0.1,93.35169813368056,3.4615384615384617,3.4119182212055312,3.7275152646578276,3.7693616889990293,0.1869432926270683,"Logan Webb",17995,657277
"Anthony Nunez","BAL",0,0,0,3,0,2.1,15.42857372760807,0,0,0.25,1,0.75,0,96.22627868652344,0,0.15250144343180216,-0.2395182132721705,0.3409391667842461,0.1863573751855614,"Anthony Nunez",25796,689296
"Ryan Zeferjahn","LAA",0,0,0,3,0,5.2,12.705883778502944,4.764706416938604,0,0.3076923076923077,0.375,0.538461538,0,97.0594916092722,7.94117736156434,2.8542312781258645,2.483171294057237,3.4392187083653827,0.1858979257222606,"Ryan Zeferjahn",25420,666171
"Aaron Ashby","MIL",1,0,0,3,1,4.2,11.571430147910819,1.9285716913184698,0,0.3333333333333333,0.6,0.333333333,0,96.51100158691406,3.8571433826369397,2.169506123608296,1.2604820348778194,3.292082839126807,0.17715557540732382,"Aaron Ashby",23550,676879
"Jacob Misiorowski","MIL",0,1,0,1,1,5.1,16.87500100582844,6.750000402331376,0,0.2857142857142857,0.57142857,0.714285714,0,99.24708632172131,5.062500301748532,3.19387135293087,2.251553670316931,2.251553670316931,0.17587864690035246,"Jacob Misiorowski",31623,694819
"Anthony Kay","CHW",1,0,0,1,1,5.2,9.529412833877208,3.176470944625736,0,0.21428571428571427,1,0.214285714,0,96.86261183215726,0,5.4181979565136835,3.1890537261962892,4.862136701235544,0.17536854922965256,"Anthony Kay",20387,641743
"Ian Seymour","TBR",0,0,0,3,0,4,11.250002682209654,0,0,0.2222222222222222,0.5,0.333333333,0,92.20210113525391,2.250000536441931,2.7342750318659905,0.6890531301496994,2.7206541419864694,0.17268595749339868,"Ian Seymour",27932,693855
"Emerson Hancock","SEA",1,0,0,1,1,5,9,3.6,0,0.3333333333333333,0.5,0.416666666,0,96.05438442887932,5.4,2.9411478443024444,2.3890537261962894,3.7434540778398517,0.17060785430465644,"Emerson Hancock",27470,676106
"Randy Vásquez","SDP",0,0,0,1,1,5.2,12.705883778502944,0,1.588235472312868,0.46153846153846156,1,0.142857142,0.125,95.35812717013889,1.588235472312868,5.920209787067512,3.1890537261962892,2.80703065036066,0.16701201255565007,"Randy Vasquez",24719,681190
"Brandon Williamson","CIN",1,0,0,2,2,10.2,5.9062503520399545,5.9062503520399545,0,0.2,0.78571429,0.433333333,0,92.52900695800781,2.531250150874266,4.718020557140779,4.126553782075647,5.650254268494281,0.16455821587726904,"Brandon Williamson",25463,682227
"Mick Abel","MIN",0,0,0,1,1,6,9,4.5,0,0.25,1,0.3125,0,96.163037109375,0,6.135681707356876,2.6890537261962897,4.720654253661634,0.16384945539177626,"Mick Abel",27756,690953
"Cody Laweryson","MIN",0,0,1,2,0,3,12.000003814698479,0,0,0.16666666666666666,1,0.333333333,0,93.84650094168526,0,1.5145453674775806,1.5223865297103896,2.876787311906365,0.15877583233762424,"Cody Laweryson",26429,689520
"Kevin Gausman","TOR",0,1,0,1,1,5.1,8.43750050291422,3.375000201165688,0,0.35294117647058826,0.625,0.4375,0,94.32381810897436,5.062500301748532,2.7136257664382106,2.439053681492803,4.470654330050982,0.15723426432011403,"Kevin Gausman",14107,592332
"Jordan Leasure","CHW",0,0,0,3,0,3.1,13.50000128746045,2.70000025749209,0,0.16666666666666666,1,0.333333333,0,95.99559642650463,0,4.518892775697975,1.089053525924664,2.308013958652996,0.1570727611236742,"Jordan Leasure",29950,673929
"Tanner Bibee","CLE",0,0,0,1,1,4.2,5.7857150739554095,1.9285716913184698,0,0.3125,0.83333333,0.466666666,0,94.01588722511575,1.9285716913184698,2.57559966244388,2.5461964957567993,3.997339927363219,0.15700791466641245,"Tanner Bibee",30134,676440
"David Bednar","NYY",0,2,1,3,0,2.1,15.42857372760807,3.8571434319020175,0,0.5,0.4,0.333333333,0,95.46461217543659,7.714286863804035,1.6677943055377566,1.0461962640285019,2.7875684041977515,0.155336288898833,"David Bednar",19569,670280
"Bailey Ober","MIN",1,0,0,1,1,5.2,3.176470944625736,1.588235472312868,0,0.23809523809523808,0.66666667,0.285714285,0,89.31962890625,3.176470944625736,3.3464671856873265,3.012583118161526,5.641713507508927,0.15378872152191778,"Bailey Ober",21224,641927
"Huascar Brazobán","NYM",1,0,0,3,0,4.1,6.2307711019676795,0,0,0.3076923076923077,1,0.538461538,0,97.41932678222656,0,4.600070031615678,1.804437925759027,2.429545968093514,0.15216797235157178,"Huascar Brazoban",6107,623211
"Kevin Kelly","TBR",1,0,1,3,0,2.1,11.571430295706053,0,0,0,1,0,0,93.78164672851562,0,1.545140085407507,0.6176247715949441,2.3589969117641942,0.15214254497622717,"Kevin Kelly",25679,687330
"Riley O'Brien","STL",0,0,3,4,0,4,9,0,0,0,0,0.875,0,,0,1.0878875199357387,1.9390537261962892,2.27765381410718,0.1516200070532603,"Riley O'Brien",20348,676617
"Michael McGreevy","STL",1,0,0,1,1,6,1.5,0,0,0.2,0.75,0.6,0,91.16707356770833,1.5,2.870930077650945,2.855720392862956,3.758653960625331,0.14986070997531897,"Michael McGreevy",29869,700241
"Sean Newcomb","CHW",0,0,0,3,0,4.1,8.307692917141027,2.076923229285257,0,0.25,0.75,0.583333333,0,94.34095177283653,2.076923229285257,2.0868221953007153,2.03520748770448,2.6603153881668433,0.149480618768825,"Sean Newcomb",16943,656794
"Cody Bolton","HOU",0,0,0,1,1,4.1,10.384616146426286,4.153846458570514,0,0.3,0.6,0.375,0,94.1815185546875,4.153846458570514,2.3446691520256144,2.265976735402842,3.2036385860963867,0.14698102596533508,"Cody Bolton",23265,675989
"Edward Cabrera","CHC",0,0,0,2,2,10.2,6.750000402331376,6.750000402331376,0,0.2903225806451613,0.82352941,0.433333333,0,95.59136047363282,2.531250150874266,5.740134324172729,3.9390537708997755,4.954854095178865,0.14664138951965947,"Edward Cabrera",21690,665795
"Kevin Ginkel","ARI",0,0,0,3,0,3,12,3,0,0.16666666666666666,1,0.333333333,0,94.54180265727796,0,1.3587691287448769,1.522387059529623,2.8767874111731855,0.1465371173118266,"Kevin Ginkel",19876,656464
"Juan Morillo","ARI",0,0,0,2,0,2.1,11.571430147910819,0,0,0.2,1,0.6,0,98.97920227050781,0,0.6069658209298183,0.6176248044383295,1.778539549723465,0.1463307959903009,"Juan Morillo",21924,666661
"Michael Lorenzen","COL",1,0,0,2,1,6.2,5.40000051498418,2.70000025749209,0,0.30434782608695654,0.9,0.608695652,0,94.11194719587054,1.350000128746045,2.657872026821321,3.339053740501406,4.354854101108349,0.1460759330880799,"Michael Lorenzen",14843,547179
"José Urquidy","PIT",0,0,0,2,0,4,13.5,0,0,0.4166666666666667,0.2,0.5,0,92.69337732651654,2.25,1.6085222393059726,0.18905372619628924,1.5434540778398516,0.14367379220306864,"Jose Urquidy",18413,664353
"Zack Littell","WSN",0,0,0,1,1,5,10.8,5.4,0,0.3076923076923077,0.85714286,0.692307692,0,91.25287543402777,1.8,2.7791342745808594,2.589053726196289,3.130813866853714,0.14105747712254074,"Zack Littell",15823,641793
"Landen Roupp","SFG",1,0,0,1,1,6,6,3,0,0.2631578947368421,0.85714286,0.421052631,0,92.6613998413086,1.5,2.9758013597567134,2.855720392862956,4.2101207445065185,0.14014827149891565,"Landen Roupp",30076,694738
"Brennan Bernardino","COL",0,0,0,3,0,2.2,13.50000352040025,3.3750008801000626,0,0.42857142857142855,0.75,0.285714285,0,90.52275466918945,0,2.9565638271881953,1.3140532372518106,1.8219535015634614,0.13990532705035152,"Brennan Bernardino",16835,657514
"Dylan Cease","TOR",0,0,0,1,1,5,14.4,7.2,0,0.4,0.77777778,0.3,0,97.53976101345486,1.8,3.5101011452183974,2.989053726196289,3.8016939371824265,0.13817413353907376,"Dylan Cease",18525,656302
"Michael King","SDP",1,0,0,1,1,6,6,4.5,0,0.23529411764705882,0.71428571,0.352941176,0,93.63857421875,3,4.918991731757476,3.355720392862956,4.935854136447112,0.13521001291439294,"Michael King",19853,650633
"Antonio Senzatela","COL",0,0,1,2,0,4.1,12.461542118231588,4.153847372743862,0,0,1,0.5,0,97.03430706521739,0,1.594025773022373,1.8044379352816684,2.429545973316999,0.13453879235578992,"Antonio Senzatela",15488,622608
"Rico Garcia","BAL",0,0,1,3,0,3,12,6,0,0,1,0.6,0,95.81424480935802,0,1.3078524412129549,2.522387059529623,3.425320627291998,0.13203726408542868,"Rico Garcia",20023,670329
"Andrew Abbott","CIN",0,0,0,1,1,5.1,3.375000201165688,3.375000201165688,0,0.3,0.75,0.578947368,0,92.85738031914893,3.375000201165688,3.517685034455258,3.5640537485480324,5.087754234966666,0.13156172413136938,"Andrew Abbott",29911,671096
"Chris Martin","TEX",0,0,0,3,0,3.1,10.80000102996836,0,0,0.5555555555555556,0.8,0.222222222,0,94.82483520507813,2.70000025749209,5.634087176594781,0.7890534973144319,2.0080139300427637,0.12993049038717422,"Chris Martin",11847,455119
"Jack Perkins","ATH",1,0,0,1,0,2.1,11.571430147910819,0,0,0.5,1,0.5,0,96.66847229003906,0,2.836162123044979,0.6176248044383295,1.1980821770808971,0.1290878486218037,"Jack Perkins",31468,678022
"Abner Uribe","MIL",0,0,0,2,0,1.1,20.250005280600377,0,0,0.75,0.66666667,0,0,,6.750001760200125,6.456639468357339,-1.3109474472704608,-0.2951469186471587,0.1279962201414169,"Abner Uribe",25327,682842
"Jonathan Bowlan","PHI",1,0,0,3,0,3.1,10.80000102996836,0,0,0.14285714285714285,1,0.571428571,0,97.39911720969461,0,0.6533550661540966,0.7890534973144319,2.0080139300427637,0.1269278959521191,"Jonathan Bowlan",24607,680742
"Lake Bachar","MIA",0,0,0,2,0,3,15,0,0,0.16666666666666666,1,0.4,0,94.64080200195312,0,1.9537049064494998,-0.1442796071370438,1.2101207445065187,0.12469591743634797,"Lake Bachar",19222,669199
"Luis Severino","ATH",0,0,0,1,1,5,12.6,9,0,0.4,0.77777778,0.6,0,97.55341186523438,3.6,3.0217408586298253,3.3890537261962894,3.9308138668537143,0.1236796096620155,"Luis Severino",15890,622663
"Zac Gallen","ARI",0,0,0,1,1,5,9,7.2,0,0.35714285714285715,0.77777778,0.428571428,0,93.64225027901786,1.8,3.011561367594235,3.589053726196289,5.756094288825989,0.12280534539384486,"Zac Gallen",19291,668678
"Jaden Hill","COL",0,0,0,3,0,3,6.000001966953922,0,0,0,1,0.5,0,97.6556510925293,0,2.200993385418126,1.8557199557620843,3.2101207514128274,0.12205280419133549,"Jaden Hill",30250,677955
"Bradgley Rodriguez","SDP",0,0,0,4,0,4.2,7.71428844028686,1.928572110071715,0,0.4375,0.875,0.625,0,98.91405814034599,1.928572110071715,2.0470971827277222,2.1176247761564477,3.278539773512491,0.1218011698459062,"Bradgley Rodriguez",29107,699134
"Sean Burke","CHW",0,0,0,1,1,5,5.4,3.6,0,0.14285714285714285,0.6,0.5,0,93.83950063344595,3.6,3.1610227234472585,3.7890537261962893,5.143454077839852,0.12177311771162716,"Sean Burke",29878,680732
"Grant Taylor","CHW",0,0,0,2,1,2.1,7.714286765273879,0,0,0.375,1,0.375,0,98.90151579483695,0,2.4112569339255754,1.4747677783576494,4.3770546415704885,0.12156776246154563,"Grant Taylor",33927,691799
"Taylor Rashi","ARI",1,0,0,2,0,3,9,0,0,0,1,0.666666666,0,91.15543212890626,0,1.0499422947563952,1.1890537261962897,1.6405205100774771,0.12136307985749308,"Taylor Rashi",26344,688497
"Jose A. Ferrer","SEA",0,0,0,4,0,4,9,2.25,0,0.4166666666666667,0.66666667,0.181818181,0,,4.5,1.8869374019733378,1.9390537261962892,3.632054165750742,0.1201047239973523,"Jose A. Ferrer",24017,678606
"Devin Williams","NYM",0,0,1,2,0,2,13.5,0,0,0.6666666666666666,1,0.333333333,0,93.56958562677556,0,4.680306354399876,0.18905372619628924,1.5434540778398516,0.11799026384807805,"Devin Williams",15816,642207
"Ben Brown","CHC",0,0,0,3,0,6,9,4.5,0,0.35294117647058826,0.66666667,0.411764705,0,96.76770587300145,4.5,3.7175676621847145,2.6890537261962897,3.8177206858992583,0.11650615080642897,"Ben Brown",23590,676962
"Javier Assad","CHC",1,0,0,1,1,5.2,4.764706416938604,3.176470944625736,0,0.07142857142857142,1,0.571428571,0,93.66356743706598,0,1.675040724177955,3.1890537261962892,4.384112994081471,0.11530151511337587,"Javier Assad",21741,665871
"Jhoan Duran","PHI",0,0,2,2,0,2,4.5,0,0,0.16666666666666666,1,0.5,0,100.4452392578125,0,2.931521115781068,2.1890537261962892,4.220654253661633,0.11521890191954463,"Jhoan Duran",21029,661395
"Adrian Houser","SFG",0,0,0,1,1,6,4.5,3,0,0.391304347826087,0.63636364,0.565217391,0,95.69040256076389,6,6.53762342614879,3.1890537261962897,4.091987293958665,0.11469867982016238,"Adrian Houser",12718,605288
"Drew Anderson","DET",0,0,1,2,0,6.1,8.526316217438357,5.684210811625571,0,0.13333333333333333,0.83333333,0.533333333,0,94.79780796595982,1.4210527029063929,1.2022429709633367,3.1890537261962897,4.472169913209925,0.11446642695858186,"Drew Anderson",15130,623454
"Chase Dollander","COL",0,0,0,1,0,4.1,6.230769687855771,2.076923229285257,0,0.25,0.8,0.5625,0,99.33001154119319,2.076923229285257,2.6821885970182526,2.4967459831012038,4.059515734257112,0.11416948492151312,"Chase Dollander",33482,801403
"Louis Varland","TOR",0,0,0,3,0,3.2,9.818183520608992,2.454545880152248,0,0,1,0.5,0,98.04372770889945,0,1.052289469646458,1.825417126111707,2.564181082379143,0.11058838615045545,"Louis Varland",27691,686973
"Will Warren","NYY",0,0,0,1,1,4.2,9.64285845659235,5.7857150739554095,0,0.3333333333333333,0.75,0.533333333,0,93.61683978456439,3.8571433826369397,5.227432569698314,2.9747679827164593,3.845454041680311,0.10999193232663598,"Will Warren",30182,701542
"Brad Keller","PHI",0,0,0,3,0,3,12,3,0,0.375,0.75,0.625,0,,3,2.1026923876182306,1.522387059529623,1.9738538434108104,0.10786479473427647,"Brad Keller",15734,641745
"Brandon Woodruff","MIL",0,0,0,1,1,5.2,6.352941889251472,3.176470944625736,0,0.4,0.54545455,0.35,0,91.88557017933239,7.94117736156434,3.3229131215959895,3.3655243342310524,5.994654723578453,0.10774655578353518,"Brandon Woodruff",16162,605540
"Jovani Morán","BOS",0,0,0,2,0,4,13.5,4.5,0,0.25,0.75,0.428571428,0,91.9484053902004,2.25,0.8407642007990832,1.6890537261962892,3.0434540778398516,0.1069591294531164,"Jovani Moran",20422,663558
"Tyler Mahle","SFG",0,0,0,1,1,5.2,9.529412833877208,6.352941889251472,0,0.21428571428571427,1,0.714285714,0,93.10386439732143,0,3.133625735793773,3.1890537261962892,3.4280655797733255,0.10688005966122369,"Tyler Mahle",16358,641816
"Robert Suarez","ATL",0,0,0,2,0,2,22.5,4.5,0,0,1,0,0,98.77874267578125,0,0.48712113355046505,-0.31094627380371076,0.3662539020180704,0.10664811910122136,"Robert Suarez",30115,663158
"Elvis Alvarado","ATH",2,0,0,3,0,2.1,11.571435468541578,0,0,0.2,1,0,0,98.77058262978831,0,2.1058198910887427,0.6176236220759388,2.9394541802409018,0.10578106410737957,"Elvis Alvarado",21662,665660
"Sonny Gray","BOS",1,0,0,1,1,6.1,2.8421054058127857,2.8421054058127857,0,0.15,1,0.55,0,92.01063939144737,0,4.328159253664349,3.504843215731044,4.574106704909074,0.10567241101945075,"Sonny Gray",12768,543243
"Ryan Thompson","ARI",0,0,0,4,0,3.1,10.800001126527905,2.700000281631976,0,0.125,0.5,0.5,0,91.58397674560547,0,1.063662159467145,1.6890535697340803,2.501693865485206,0.10287763560021555,"Ryan Thompson",16647,657044
